Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
placa de microtitulación	2	7.27	placas de microtitulación	Nom Préposition Nom
hematopoyética	2	7.27	hematopoyética	Nom
almohadilla de terciopelo	2	7.27	almohadilla de terciopelo	Nom Préposition Nom
cromosoma humano determinado	2	7.27	cromosoma humano determinado___cromosomas humanos determinados	Nom Adjectif Adjectif
muestra sanguíneas	2	7.27	muestras sanguíneas	Nom Adjectif
hematopoyesis	2	7.27	hematopoyesis	Nom
pluripotente	2	7.27	pluripotente	Adjectif
diversidad de microorganismos	2	7.27	diversidad de microorganismos	Nom Préposition Nom
madre hematopoyética	2	7.27	madre hematopoyética	Nom Adjectif
pentámeros	2	7.27	pentámeros	Nom
mutación terminadoras	2	7.27	mutaciones terminadoras	Nom Adjectif
antibiótico diferente	2	7.27	antibióticos diferentes	Nom Adjectif
secreciones nasales	2	7.27	secreciones nasales	Nom Adjectif
determinismo biológico	2	7.27	determinismo biológico	Nom Adjectif
banda cromosómica	2	7.27	banda cromosómica	Nom Adjectif
sensibilidad del lugar	2	7.27	sensibilidad del lugar	Nom Préposition Nom
célula de tejido conectivo	2	7.27	células de tejido conectivo	Nom Préposition Nom Adjectif
macroscópicos	2	7.27	macroscópicos	Nom
encogen	2	7.27	encogen	Verbe
reforzadores	2	7.27	reforzadores	Nom
biorreactores	2	7.27	biorreactores	Nom
programa federal	2	7.27	programas federales	Nom Adjectif
simio	2	7.27	simio	Adjectif
proporción óptimo	2	7.27	proporciones óptimas	Nom Adjectif
trastorno de herencia	2	7.27	trastornos de herencia	Nom Préposition Nom
línea de confluencia	2	7.27	línea de confluencia	Nom Préposition Nom
neumococo	2	7.27	neumococo	Nom
señal biológico	2	7.27	señales biológicas	Nom Adjectif
membrana exterior	2	7.27	membrana exterior	Nom Adjectif
dna clonados	2	7.27	dna clonados	Nom Nom
gram negativo	2	7.27	gram negativa___gram negativas	Nom Adjectif
célula formadora	2	7.27	célula formadora	Nom Adjectif
cadáver humano	2	7.27	cadáveres humanos	Nom Adjectif
plásmidos recombinante	2	7.27	plásmidos recombinante	Nom Adjectif
cóntigo	2	7.27	cóntigo	Nom
distancia físico real	2	7.27	distancia física real___distancias físicas reales	Nom Adjectif Adjectif
heterozigotos	2	7.27	heterozigotos	Adjectif
linfoides secundario	2	7.27	linfoides secundarios	Nom Adjectif
análisis genealógico	2	7.27	análisis genealógico	Nom Adjectif
myriad	2	7.27	myriad	Nom
otólogos	2	7.27	otólogos	Nom
segmento de genes	2	7.27	segmentos de genes	Nom Préposition Nom
suspensión de célula	2	7.27	suspensión de células___suspensiones de células	Nom Préposition Nom
apc	2	7.27	apc	Nom
inmunitarias celular	2	7.27	inmunitarias celulares	Nom Adjectif
genes en cultivo celular	2	7.27	genes en cultivos celulares	Nom Préposition Nom Adjectif
linajes paternos	2	7.27	linajes paternos	Nom Adjectif
clase grande	2	7.27	clase mayor	Nom Adjectif
proteolítico	2	7.27	proteolítico	Adjectif
célula del área preóptica	2	7.27	células del área preóptica	Nom Préposition Nom Adjectif
tiempo de generación	2	7.27	tiempo de generación___tiempos de generación	Nom Préposition Nom
deficiencia en desaminasa	2	7.27	deficiencia en desaminasa	Nom Préposition Nom
reconducían	2	7.27	reconducían	Verbe
especie biológico	2	7.27	especie biológica___especies biológicas	Nom Adjectif
presencia de hipovolemia	2	7.27	presencia de hipovolemia	Nom Préposition Nom
ciclo posterior	2	7.27	ciclos posteriores	Nom Adjectif
doctorando	2	7.27	doctorando	Nom
banda discreto	2	7.27	banda discreta___bandas discretas	Nom Adjectif
dctp	2	7.27	dctp	Nom
mecanismo neurales responsable	2	7.27	mecanismos neurales responsables	Nom Adjectif Adjectif
datp	2	7.27	datp	Nom
molécula de ig	2	7.27	molécula de ig___moléculas de ig	Nom Préposition Nom
gama de genes	2	7.27	gama de genes	Nom Préposition Nom
actividad fisiológico	2	7.27	actividad fisiológica	Nom Adjectif
orientación sexual masculino	2	7.27	orientación sexual masculina	Nom Adjectif Adjectif
órgano sexual femenino	2	7.27	órganos sexuales femeninos	Nom Adjectif Adjectif
secuencia codificantes	2	7.27	secuencias codificantes	Nom Adjectif
retención de sal	2	7.27	retención de sal	Nom Préposition Nom
índice de masa corporal	2	7.27	índice de masa corporal	Nom Préposition Nom Adjectif
genes exógenos	2	7.27	genes exógenos	Nom Adjectif
transfección celular	2	7.27	transfección celular	Nom Adjectif
extensión de cebador	2	7.27	extensión de cebador	Nom Préposition Nom
hipótesis del origen africano	2	7.27	hipótesis del origen africano	Nom Préposition Nom Adjectif
síntesis bacteriana	2	7.27	síntesis bacteriana	Nom Nom
primers	2	7.27	primers	Nom
cantidad de genes	2	7.27	cantidad de genes___cantidades de genes	Nom Préposition Nom
polimorfonuclear	2	7.27	polimorfonuclear	Adjectif
dna en presencia	2	7.27	dna en presencia	Nom Préposition Nom
termoestable	2	7.27	termoestable	Nom
célula memoria	2	7.27	células memoria	Nom Nom
poliméricos	2	7.27	poliméricos	Adjectif
divalencia	2	7.27	divalencia	Nom
huésped bacterianos	2	7.27	huéspedes bacterianos	Nom Nom
estructura de anticuerpo	2	7.27	estructura de anticuerpo	Nom Préposition Nom
gen humano hexa	2	7.27	gen humano hexa	Nom Adjectif Adjectif
monofosfato	2	7.27	monofosfato	Nom
plásmidos recombinantes	2	7.27	plásmidos recombinantes	Nom Adjectif
cebadores de secuenciación	2	7.27	cebadores de secuenciación	Nom Préposition Nom
patrón de expresión génica	2	7.27	patrón de expresión génica___patrones de expresión génica	Nom Préposition Nom Adjectif
antígeno por medio	2	7.27	antígeno por medio	Nom Préposition Nom
temperatura óptimo	2	7.27	temperatura óptima	Nom Adjectif
estomatitis vesicular humano	2	7.27	estomatitis vesicular humana	Nom Adjectif Adjectif
forma geométrico complejo	2	7.27	formas geométricas complejas	Nom Adjectif Adjectif
fagocitos mononucleares	2	7.27	fagocitos mononucleares	Nom Nom
pegajosos	2	7.27	pegajosos	Nom
tratamiento standard	2	7.27	tratamiento estándar	Nom Adjectif
madre de médula ósea	2	7.27	madre de médula ósea	Nom Préposition Nom Adjectif
secuenciarse	2	7.27	secuenciarse	Verbe
región bisagra	2	7.27	región bisagra	Nom Nom
incremento persistente	2	7.27	incremento persistente	Nom Adjectif
secuencia determinado	2	7.27	secuencia determinada___secuencias determinadas	Nom Adjectif
amplification	2	7.27	amplification	Verbe
cociente intelectual bajo	2	7.27	cociente intelectual bajo	Nom Adjectif Adjectif
linajes mitocondriales	2	7.27	linajes mitocondriales	Nom Nom
ácido folínico	2	7.27	ácido folínico	Nom Adjectif
supervivencia mediana	2	7.27	supervivencia mediana	Nom Nom
empleo de cebadores	2	7.27	empleo de cebadores	Nom Préposition Nom
reacción de síntesis	2	7.27	reacción de síntesis___reacciones de síntesis	Nom Préposition Nom
prueba sencillo	2	7.27	prueba sencilla___pruebas sencillas	Nom Adjectif
ingesta de sal	2	7.27	ingesta de sal	Nom Préposition Nom
cartografiado de ligamiento	2	7.27	cartografiado de ligamiento	Nom Préposition Nom
delecionen	2	7.27	delecionen	Verbe
dna del fago	2	7.27	dna del fago	Nom Préposition Nom
mutantes arg	2	7.27	mutantes arg	Nom Nom
secuencia reguladoras adyacente	2	7.27	secuencias reguladoras adyacentes	Nom Adjectif Adjectif
señal característico	2	7.27	señal característica	Nom Adjectif
colonia de color azul	2	7.27	colonias de color azul	Nom Préposition Nom Adjectif
urdimbre tridimensional	2	7.27	urdimbre tridimensional	Nom Adjectif
masa de tejido	2	7.27	masa de tejido	Nom Préposition Nom
hijo en vez	2	7.27	hijo en vez___hija en vez	Nom Préposition Nom
inyección de ácido láctico	2	7.27	inyección de ácido láctico___inyecciones de ácido láctico	Nom Préposition Nom Adjectif
distribución de genotipos	2	7.27	distribución de genotipos___distribuciones de genotipos	Nom Préposition Nom
decenio siguiente	2	7.27	decenio siguiente___decenios siguientes	Nom Adjectif
análisis de rayo	2	7.27	análisis de rayos	Nom Préposition Nom
azúcar simple	2	7.27	azúcares simples	Nom Adjectif
puntuación interno	2	7.27	puntuación internos___puntuaciones internas	Nom Adjectif
curva de calibración	2	7.27	curva de calibración	Nom Préposition Nom
reactantes	2	7.27	reactantes	Nom
genoma entero	2	7.27	genoma entero	Nom Adjectif
zona de lisis	2	7.27	zona de lisis	Nom Préposition Nom
alelos principal	2	7.27	alelos principales	Nom Adjectif
cremalleras de leucina	2	7.27	cremalleras de leucina	Nom Préposition Nom
través del poro	2	7.27	través del poro	Nom Préposition Nom
detectarán	2	7.27	detectarán	Verbe
subunidades químico	2	7.27	subunidades químicas	Nom Adjectif
variación por mutación	2	7.27	variación por mutación	Nom Préposition Nom
subcromosómicas específico	2	7.27	subcromosómicas específicas	Nom Adjectif
papiloma	2	7.27	papiloma	Nom
operón lac	2	7.27	operón lac	Nom Adjectif
antigenicidad	2	7.27	antigenicidad	Nom
defensa natural	2	7.27	defensa natural___defensas naturales	Nom Adjectif
efectores	2	7.27	efectores	Adjectif
valor basal medio	2	7.27	valor basal medio	Nom Adjectif Adjectif
frecuencia genotípica	2	7.27	frecuencia genotípica	Nom Adjectif
aminoácido del sitio activo	2	7.27	aminoácidos del sitio activo	Nom Préposition Nom Adjectif
secuencia de tripéptidos	2	7.27	secuencias de tripéptidos	Nom Préposition Nom
caso de trisomía	2	7.27	casos de trisomía	Nom Préposition Nom
megan	2	7.27	megan	Nom
ciliar	2	7.27	ciliar	Nom
cigotos	2	7.27	cigotos	Nom
biología celular básico	2	7.27	biología celular básica	Nom Adjectif Adjectif
través del microscopio	2	7.27	través del microscopio	Nom Préposition Nom
urológicas	2	7.27	urológicas	Adjectif
estornudos	2	7.27	estornudos	Nom
tumor original	2	7.27	tumor original	Nom Adjectif
infartos hísticos	2	7.27	infartos hísticos	Nom Adjectif
atala	2	7.27	atala	Verbe
cdna adecuado	2	7.27	cdna adecuado	Nom Adjectif
prueba experimental convincente	2	7.27	prueba experimental convincente___pruebas experimentales convincentes	Nom Adjectif Adjectif
multivalentes	2	7.27	multivalentes	Adjectif
prosperaron	2	7.27	prosperaron	Verbe
ppl	2	7.27	ppl	Nom
vsd	2	7.27	vsd	Nom
carácter recesivo simple	2	7.27	carácter recesivo simple	Nom Adjectif Adjectif
diferencia experimental	2	7.27	diferencia experimental___diferencias experimentales	Nom Adjectif
individualizarse	2	7.27	individualizarse	Verbe
darwinismo	2	7.27	darwinismo	Nom
reiman	2	7.27	reiman	Verbe
proteína bacterianas	2	7.27	proteínas bacterianas	Nom Nom
efecto genético aditivos	2	7.27	efectos genéticos aditivos	Nom Adjectif Adjectif
mimética	2	7.27	mimética	Adjectif
técnica de supervivencia	2	7.27	técnicas de supervivencia	Nom Préposition Nom
probabilidad pequeño	2	7.27	probabilidad pequeña___probabilidad menor	Nom Adjectif
reflujo vesical	2	7.27	reflujo vesical	Nom Adjectif
dicigóticos	2	7.27	dicigóticos	Nom
sérica humano	2	7.27	sérica humana	Nom Adjectif
enfermedad autosómica recesiva	2	7.27	enfermedad autosómica recesiva	Nom Adjectif Adjectif
inhibieran	2	7.27	inhibieran	Verbe
dirección perpendicular	2	7.27	dirección perpendicular	Nom Nom
serie de molécula	2	7.27	serie de moléculas	Nom Préposition Nom
formación de vaso	2	7.27	formación de vasos	Nom Préposition Nom
incapacitante	2	7.27	incapacitante	Adjectif
tecnología de transgénicos	2	7.27	tecnología de transgénicos	Nom Préposition Nom
deletérea	2	7.27	deletérea	Adjectif
espículas de neuraminidasa	2	7.27	espículas de neuraminidasa	Nom Préposition Nom
mamífero clonado	2	7.27	mamífero clonado	Nom Nom
heredasen	2	7.27	heredasen	Verbe
término genético	2	7.27	término genética___términos genética	Nom Adjectif
fenómeno molecular	2	7.27	fenómenos moleculares	Nom Adjectif
envoltura lipídica	2	7.27	envoltura lipídica	Nom Adjectif
naturaleza bioquímica	2	7.27	naturaleza bioquímica	Nom Nom
bloqueo metabólicos	2	7.27	bloqueos metabólicos	Nom Adjectif
catalizadores biológico	2	7.27	catalizadores biológicos	Nom Adjectif
antígenos de superficie	2	7.27	antígenos de superficie	Nom Préposition Nom
ensayo humano	2	7.27	ensayos humanos	Nom Adjectif
mimesis	2	7.27	mimesis	Nom
direccionamiento	2	7.27	direccionamiento	Nom
microinyección	2	7.27	microinyección	Nom
defecto hereditario	2	7.27	defecto hereditario	Nom Adjectif
terapia génica experimental	2	7.27	terapia génica experimental	Nom Adjectif Adjectif
síntesis biológico	2	7.27	síntesis biológica	Nom Adjectif
clase de mutación	2	7.27	clases de mutaciones	Nom Préposition Nom
mutación adaptativas	2	7.27	mutaciones adaptativas	Nom Adjectif
nuestra comprensión	2	7.27	nuestra comprensión	Nom Nom
valencia del antígeno	2	7.27	valencia del antígeno	Nom Préposition Nom
extremo de cadena sencillo	2	7.27	extremos de cadena sencilla	Nom Préposition Nom Adjectif
semiconservativo	2	7.27	semiconservativo	Adjectif
curiosidad científico	2	7.27	curiosidad científica	Nom Adjectif
expresión en sistema	2	7.27	expresión en sistemas	Nom Préposition Nom
parénquima	2	7.27	parénquima	Nom
matriz de polímeros	2	7.27	matriz de polímeros	Nom Préposition Nom
endonucleasas	2	7.27	endonucleasas	Verbe
ultracentrifugación	2	7.27	ultracentrifugación	Nom
médula ósea sano	2	7.27	médula ósea sana	Nom Adjectif Adjectif
ojo de color silvestre	2	7.27	ojo de color silvestre	Nom Préposition Nom Adjectif
molécula tóxico	2	7.27	moléculas tóxicas	Nom Adjectif
frecuencia génicas y genotípicas	2	7.27	frecuencias génicas y genotípicas	Nom Adjectif Coord_Conjunction Adjectif
protocolo experimental	2	7.27	protocolo experimental	Nom Adjectif
ventrículos cerebral	2	7.27	ventrículos cerebrales	Nom Adjectif
turbidez	2	7.27	turbidez	Nom
condición de laboratorio	2	7.27	condiciones de laboratorio	Nom Préposition Nom
factor similar	2	7.27	factores similares	Nom Adjectif
transformación sistemático	2	7.27	transformación sistemática	Nom Adjectif
mutación hereditaria	2	7.27	mutación hereditaria	Nom Adjectif
nefelometría	2	7.27	nefelometría	Nom
dedo de cinc clásico	2	7.27	dedos de cinc clásicos	Nom Préposition Nom Adjectif
epidemiología genético	2	7.27	epidemiología genética	Nom Adjectif
trastorno frecuente	2	7.27	trastornos frecuentes	Nom Adjectif
genes único	2	7.27	genes únicos	Nom Adjectif
propiedad invasivas	2	7.27	propiedades invasivas	Nom Adjectif
apertura del canal	2	7.27	apertura del canal	Nom Préposition Nom
proteína activadoras	2	7.27	proteínas activadoras	Nom Adjectif
genoma humano americano	2	7.27	genoma humano americano	Nom Adjectif Adjectif
vacuna de adenovirus	2	7.27	vacuna de adenovirus	Nom Préposition Nom
interrumpía	2	7.27	interrumpía	Verbe
codón específico	2	7.27	codón específico	Nom Adjectif
cancerosas	2	7.27	cancerosas	Verbe
tipo especializado	2	7.27	tipo especializado___tipos especializados	Nom Adjectif
cáncer somático	2	7.27	cánceres somáticos	Nom Adjectif
alfa- hemolisina	2	7.27	alfa- hemolisina	Nom Adjectif
cambio conformacionales	2	7.27	cambios conformacionales	Nom Adjectif
enzimas digestivo	2	7.27	enzimas digestivas	Nom Adjectif
versión mutante	2	7.27	versión mutante	Nom Nom
virus del mosaico	2	7.27	virus del mosaico	Nom Préposition Nom
característica sexual secundario	2	7.27	características sexuales secundarias	Nom Adjectif Adjectif
análisis bioquímicos	2	7.27	análisis bioquímicos	Nom Adjectif
extinción del miedo	2	7.27	extinción del miedo	Nom Préposition Nom
presión del crecimiento	2	7.27	presión del crecimiento	Nom Préposition Nom
carácter ligado	2	7.27	caracteres ligados	Nom Adjectif
distribución similar	2	7.27	distribución similar	Nom Adjectif
genetistas médico	2	7.27	genetistas médicos	Nom Adjectif
universidad de alabama	2	7.27	universidad de alabama	Nom Préposition Nom
proteína natural	2	7.27	proteína natural___proteínas naturales	Nom Adjectif
cirugía de reconstrucción	2	7.27	cirugía de reconstrucción	Nom Préposition Nom
secuencia aminoacídicas	2	7.27	secuencias aminoacídicas	Nom Adjectif
oveja clónicas	2	7.27	ovejas clónicas	Nom Adjectif
anticuerpo recombinantes	2	7.27	anticuerpos recombinantes	Nom Adjectif
prototípico	2	7.27	prototípico	Adjectif
modo simultáneo	2	7.27	modo simultáneo	Nom Adjectif
tipo de detección genético	2	7.27	tipo de detección genética___tipos de detección genética	Nom Préposition Nom Adjectif
caso del grupo sanguíneo	2	7.27	caso del grupo sanguíneo	Nom Préposition Nom Adjectif
hígado en animal	2	7.27	hígado en animales	Nom Préposition Nom
anticuerpo terapéuticos	2	7.27	anticuerpos terapéuticos	Nom Nom
capacidad cognitivas especificas	2	7.27	capacidades cognitivas especificas	Nom Adjectif Adjectif
método genético	2	7.27	método genético___métodos genéticos	Nom Adjectif
resfriados	2	7.27	resfriados	Nom
mutación destructivas	2	7.27	mutaciones destructivas	Nom Adjectif
secuencia del genoma humano	2	7.27	secuencia del genoma humano	Nom Préposition Nom Adjectif
espermáticas	2	7.27	espermáticas	Verbe
detección poblacional	2	7.27	detección poblacional	Nom Adjectif
patólogo	2	7.27	patólogo	Nom
investigación celular	2	7.27	investigación celular___investigaciones celulares	Nom Adjectif
molécula efectoras	2	7.27	moléculas efectoras	Nom Adjectif
horadan	2	7.27	horadan	Verbe
forma de ceguera	2	7.27	forma de ceguera___formas de ceguera	Nom Préposition Nom
portará	2	7.27	portará	Verbe
condición fisiológico	2	7.27	condición fisiológica___condiciones fisiológicas	Nom Adjectif
borde de invasión	2	7.27	borde de invasión	Nom Préposition Nom
glucoconjugados	2	7.27	glucoconjugados	Adjectif
engarzaba	2	7.27	engarzaba	Verbe
nombre técnico	2	7.27	nombre técnico___nombres técnicos	Nom Adjectif
masa primario	2	7.27	masa primaria	Nom Adjectif
relación molar	2	7.27	relación molar	Nom Adjectif
muestra inicial	2	7.27	muestra inicial	Nom Adjectif
dominio proteicos	2	7.27	dominios proteicos	Nom Adjectif
resonancia magnético nuclear	2	7.27	resonancia magnética nuclear	Nom Adjectif Adjectif
poliploidía	2	7.27	poliploidía	Verbe
virus gripales	2	7.27	virus gripales	Nom Adjectif
protuberancias	2	7.27	protuberancias	Nom
fuente original	2	7.27	fuente original	Nom Adjectif
